epoch,acc,loss,val_acc,val_loss
0,0.78868553120760676,0.44066267972083734,0.64166668405135474,0.73735361595948534
1,0.80532446631575982,0.42313518938724687,0.66333335439364116,0.78507214983304341
2,0.80831947378231561,0.41230255760587192,0.6850000152985255,0.75260864769419034
3,0.80732113704110142,0.41149688919451394,0.66000001480182013,0.78580235093832018
4,0.81930116881149972,0.38767918801545698,0.6883333449562391,0.74306739345192907
5,0.82728785657247961,0.38526487043018942,0.64666668226321533,0.93233972589174907
6,0.84326123306636203,0.3529477165562539,0.71333334644635515,0.77672545587023101
7,0.84525790373219822,0.3434815931042498,0.71666668355464935,0.77347043678164484
8,0.86289517447079678,0.3271832111919184,0.69166668206453319,0.84255882948637006
9,0.85291181411997052,0.32361169839510306,0.66666668852170308,0.85922608499725661
10,0.85956738507886499,0.31863673662336017,0.67666668246189754,0.76228967855374019
11,0.8608985015437528,0.32145200234135851,0.67500001539786658,0.97265349999070172
12,0.87687187805747036,0.29290665327610071,0.66666668554147079,0.97704251284400623
13,0.86888519031632561,0.29025291388547558,0.68000001509984331,0.8861493875583013
14,0.86755407528948669,0.29721411255354097,0.68833334942658742,0.83086774597565338
15,0.87121464055707176,0.28365161446436077,0.69000001748402917,0.87774827554821966
16,0.88618968191638758,0.27856057332131312,0.68000001609325411,0.91997228910525641
17,0.88286189418069139,0.25989677409351664,0.69000001500050223,0.90482765386501951
18,0.89351081126144838,0.25216644056600063,0.6433333511153857,1.0737308670456212
19,0.8931780331146697,0.25974388375146912,0.67500001440445578,0.98460563346743579
20,0.89217969669081809,0.24840622130167761,0.69166669001181924,0.96932328641414645
21,0.89883526882990428,0.23760147860487565,0.68500001480182016,0.92295820787549021
22,0.90748751595889077,0.22041716397679512,0.66666668305794397,1.0635477093358834
23,0.90216305716065515,0.22509368384092698,0.69166668554147082,1.0580698693792026
24,0.9071547373757386,0.22515414857341229,0.67833335101604464,1.0833508277932802
25,0.91480864788252181,0.20957041619137898,0.65666668241222703,1.0392714553823075
26,0.9131447532609378,0.20608435590501981,0.65833334301908808,1.0663345389068126
27,0.91613976110436157,0.20323327769108501,0.66166668285926178,1.0392658052345116
28,0.92212977881439517,0.19901667719586022,0.69833335628112159,1.0780386086553335
29,0.90815307372024967,0.2133537802479529,0.67500001539786658,1.1115125340720018
30,0.91580698192615473,0.19808738812519092,0.68500001629193619,1.1198096418132384
31,0.92146422152907992,0.18181940526476814,0.72166667878627777,1.0490428480009237
32,0.92545756432855386,0.18321854374255248,0.64500002215305963,1.2472711220383643
33,0.91680531930209397,0.19115558031252189,0.65500001509984329,1.3228414125740529
34,0.92379367139295809,0.18253997702820973,0.6783333485325177,1.3219490200281143
35,0.91747087749982636,0.1940176259651904,0.67333334932724631,1.2060584423442682
36,0.93178035931261927,0.16986026658603731,0.63666668484608335,1.3661942576368651
37,0.93677204166989958,0.16213103651740091,0.66666668305794397,1.2572180233895778
38,0.92978368598887207,0.1764520349696948,0.66666668951511387,1.2599326419333616
39,0.93244591643925312,0.16462860998988907,0.66166668136914575,1.1524641526242096
40,0.94143094195304022,0.1423524160618381,0.66333334644635522,1.352422446757555
41,0.94109816281450365,0.14339018597975745,0.6816666856408119,1.2963467992842197
42,0.94309483597956956,0.1478032301392363,0.70500001485149066,1.2157085857043664
43,0.94475872968873642,0.14411560571078402,0.69500001867612204,1.279744669298331
44,0.93577370334187282,0.15686037867917321,0.66666668156782782,1.3260536318023999
45,0.94043260699699005,0.14542047265628832,0.68666668434937794,1.2750913395235937
46,0.93976704959266399,0.1470511827214982,0.67166668375333149,1.3428857922554016
47,0.94342761436437017,0.14178099580769257,0.65666668613751733,1.2241458761195341
48,0.95174708211679826,0.1258563049408776,0.71000001877546315,1.3759376332163811
49,0.94642262189043147,0.13795746996155792,0.6616666873296102,1.3766260333359241
50,0.94409317232408063,0.13455080575597925,0.69500001569588976,1.2905618180831273
51,0.94442595110558436,0.1372113338804892,0.67500001589457193,1.28336213765045
52,0.94542428856086413,0.14186602059748649,0.69000001549720769,1.2789544258266687
53,0.94475872885565992,0.1315884268850773,0.69666668375333152,1.3505448229610919
54,0.94675540015622106,0.12339311840211022,0.68500001579523084,1.3840145097424588
55,0.94908485226147188,0.12701463560370757,0.68000001559654877,1.4624804069598516
56,0.9560732054035993,0.11548976199685933,0.66333335240681968,1.5179843470454215
57,0.95840265584269702,0.11107211538587392,0.68666668236255646,1.3962126143276692
58,0.9537437539727438,0.12007107533709752,0.66000001529852548,1.5321357845018306
59,0.95407653326996156,0.1134211753339688,0.70000001887480423,1.4128349249561627
60,0.95041596726847566,0.11544352419792167,0.67000001867612202,1.4792345521350703
61,0.95074874664503406,0.1158921280458179,0.67166668077309921,1.6139301040520271
62,0.96039932972182851,0.10553009649482982,0.68166668216387427,1.465801434715589
63,0.95873543521925531,0.10662908702647118,0.65000002284844716,1.6015854403376579
64,0.9590682132073528,0.10638274456081469,0.68500001778205233,1.4680029399693013
65,0.960732106321465,0.10405174304340685,0.66500001698732381,1.5995269291102887
66,0.95574042678077686,0.11643622008659033,0.71500001351038611,1.345772992571195
67,0.96139766507458169,0.10237563608923986,0.65833334873119986,1.6743910732368628
68,0.95707154166876973,0.10705565837333553,0.725000011920929,1.4610180507103603
69,0.96572378903577805,0.094950761605935879,0.6950000171860059,1.6017737304170927
70,0.95474209075362826,0.11335470837497535,0.71166668484608331,1.3676656504472098
71,0.95607320457052269,0.11175239237274094,0.68166668365399041,1.4420286841690539
72,0.96605656734123801,0.08809068391507123,0.68000001758337025,1.6300719206531842
73,0.96405989512825963,0.092078250240745299,0.68500001827875778,1.5786969906340043
74,0.96306155870440791,0.092232481842911329,0.66500001524885499,1.5808536400397619
75,0.96738768294329647,0.086166240030104688,0.69333335359891257,1.5568783948818843
76,0.95607320480854463,0.10786187817476621,0.64500001619259517,1.7258152772982915
77,0.95940099302028459,0.10383858493743883,0.67333335230747859,1.6581674748410782
78,0.96572378963083272,0.093052493111259876,0.69500001867612204,1.5491060942411423
79,0.96306155830770479,0.090364386988749504,0.65500001658995943,1.6636113526920477
80,0.96838601778033573,0.086365253934012995,0.70833334748943644,1.4886707770327727
81,0.96139766471754895,0.099970662297040588,0.67000002264976499,1.7378514265020688
82,0.96206322362934693,0.090959840335082434,0.69000001748402917,1.5574139279623826
83,0.96605656730156775,0.093669262728223832,0.65000002036492033,1.6819318716724714
84,0.96306155830770479,0.094081851176800554,0.6900000189741452,1.5864577392737071
85,0.96738768195153868,0.093161198748535193,0.69666668226321538,1.4992118274172148
86,0.96838602008121377,0.083839430688212493,0.68833334843317673,1.6358056264619032
87,0.9690515755813649,0.078850681144285464,0.64833335280418392,2.100555358082056
88,0.96871879656183935,0.082612242496844776,0.68000001907348628,1.6721460620562236
89,0.97071546948888332,0.08243647123787308,0.68500001604358352,1.6803516859809557
90,0.9723793624839846,0.07454378630624256,0.67000002016623816,1.8885706802209219
91,0.96971713369975665,0.07940522182161204,0.68000001758337025,1.7185629790027936
92,0.96738768187219804,0.077016538841426743,0.65666668415069585,1.9012030320862929
93,0.96738768179285739,0.085489077601876629,0.67000001718600588,1.8981838693221411
94,0.96372711626741536,0.094079604796930047,0.69166668256123864,1.5486320426066718
95,0.97038269177847813,0.077473186682727652,0.65833335270484283,1.8250122656424841
96,0.96705490364607871,0.08622466264660246,0.70000002086162572,1.6899636367956796
97,0.96605656781728177,0.088775895833841267,0.68500002026557927,1.7067886874079705
98,0.97138102693287987,0.075303616482565353,0.67833334704240167,1.7364823187390963
99,0.97171380615075698,0.079161447294208667,0.69833335280418396,1.621230745067199
